Package Name,Severity,Installed Version,Fixed Version,Description,CVE ID,Source
binutils,LOW,2.35.2-2,,An issue was discovered in Binutils addr2line before 2.39.3 function parse_module contains multiple out of bound reads which may cause a denial of service or other unspecified impacts.,CVE-2022-47673,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,An issue was discovered Binutils objdump before 2.39.3 allows attackers to cause a denial of service or other unspecified impacts via function bfd_mach_o_get_synthetic_symtab in match-o.c.,CVE-2022-47695,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,An issue was discovered Binutils objdump before 2.39.3 allows attackers to cause a denial of service or other unspecified impacts via function compare_symbols.,CVE-2022-47696,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,GNU Binutils before 2.40 was discovered to contain an excessive memory consumption vulnerability via the function load_separate_debug_files at dwarf2.c. The attacker could supply a crafted ELF file and cause a DNS attack.,CVE-2022-48063,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,GNU Binutils before 2.40 was discovered to contain an excessive memory consumption vulnerability via the function bfd_dwarf2_find_nearest_line_with_alt at dwarf2.c. The attacker could supply a crafted ELF file and cause a DNS attack.,CVE-2022-48064,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,GNU Binutils before 2.40 was discovered to contain a memory leak vulnerability var the function find_abstract_instance in dwarf2.c.,CVE-2022-48065,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,Heap based buffer overflow in binutils-gdb/bfd/libbfd.c in bfd_getl64.,CVE-2023-1579,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A potential heap based buffer overflow was found in _bfd_elf_slurp_version_tables() in bfd/elf.c. This may lead to loss of availability.,CVE-2023-1972,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,An out-of-bounds read flaw was found in the parse_module function in bfd/vms-alpha.c in Binutils.,CVE-2023-25584,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A flaw was found in Binutils. The use of an uninitialized field in the struct module *module may lead to application crash and local denial of service.,CVE-2023-25585,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A flaw was found in Binutils. A logic fail in the bfd_init_section_decompress_status function may lead to the use of an uninitialized variable that can cause a crash and local denial of service.,CVE-2023-25586,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A flaw was found in Binutils. The field `the_bfd` of `asymbol`struct is uninitialized in the `bfd_mach_o_get_synthetic_symtab` function which may lead to an application crash and local denial of service.,CVE-2023-25588,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,GNU objdump 2.43 is vulnerable to Buffer Overflow in the BFD (Binary File Descriptor) library's handling of tekhex format files.,CVE-2024-53589,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,https://www.gnu.org/software/binutils/ nm >=2.43 is affected by: Incorrect Access Control. The type of exploitation is: local. The component is: `nm --without-symbol-version` function.,CVE-2024-57360,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability which was classified as problematic was found in GNU Binutils up to 2.43. This affects the function disassemble_bytes of the file binutils/objdump.c. The manipulation of the argument buf leads to stack-based buffer overflow. It is possible to initiate the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. Upgrading to version 2.44 is able to address this issue. The identifier of the patch is baac6c221e9d69335bf41366a1c7d87d8ab2f893. It is recommended to upgrade the affected component.,CVE-2025-0840,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability has been found in GNU Binutils 2.43 and classified as problematic. Affected by this vulnerability is the function __sanitizer::internal_strlen of the file binutils/nm.c of the component nm. The manipulation of the argument const leads to buffer overflow. The attack can be launched remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. The exploit has been disclosed to the public and may be used.,CVE-2025-1147,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability was found in GNU Binutils 2.43 and classified as problematic. Affected by this issue is the function link_order_scan of the file ld/ldelfgen.c of the component ld. The manipulation leads to memory leak. The attack may be launched remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. It is recommended to apply a patch to fix this issue. The code maintainer explains: I'm not going to commit some of the leak fixes I've been working on to the 2.44 branch due to concern that would destabilise ld. All of the reported leaks in this bugzilla have been fixed on binutils master.,CVE-2025-1148,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability was found in GNU Binutils 2.43. It has been classified as problematic. This affects the function xstrdup of the file libiberty/xmalloc.c of the component ld. The manipulation leads to memory leak. It is possible to initiate the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. It is recommended to apply a patch to fix this issue. The code maintainer explains: I'm not going to commit some of the leak fixes I've been working on to the 2.44 branch due to concern that would destabilise ld. All of the reported leaks in this bugzilla have been fixed on binutils master.,CVE-2025-1149,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability was found in GNU Binutils 2.43. It has been declared as problematic. This vulnerability affects the function bfd_malloc of the file libbfd.c of the component ld. The manipulation leads to memory leak. The attack can be initiated remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. The exploit has been disclosed to the public and may be used. It is recommended to apply a patch to fix this issue. The code maintainer explains: I'm not going to commit some of the leak fixes I've been working on to the 2.44 branch due to concern that would destabilise ld. All of the reported leaks in this bugzilla have been fixed on binutils master.,CVE-2025-1150,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability was found in GNU Binutils 2.43. It has been rated as problematic. This issue affects the function xmemdup of the file xmemdup.c of the component ld. The manipulation leads to memory leak. The attack may be initiated remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. It is recommended to apply a patch to fix this issue. The code maintainer explains: I'm not going to commit some of the leak fixes I've been working on to the 2.44 branch due to concern that would destabilise ld. All of the reported leaks in this bugzilla have been fixed on binutils master.,CVE-2025-1151,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability classified as problematic has been found in GNU Binutils 2.43. Affected is the function xstrdup of the file xstrdup.c of the component ld. The manipulation leads to memory leak. It is possible to launch the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. It is recommended to apply a patch to fix this issue. The code maintainer explains: I'm not going to commit some of the leak fixes I've been working on to the 2.44 branch due to concern that would destabilise ld. All of the reported leaks in this bugzilla have been fixed on binutils master.,CVE-2025-1152,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability classified as problematic was found in GNU Binutils 2.43/2.44. Affected by this vulnerability is the function bfd_set_format of the file format.c. The manipulation leads to memory corruption. The attack can be launched remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. Upgrading to version 2.45 is able to address this issue. The identifier of the patch is 8d97c1a53f3dc9fd8e1ccdb039b8a33d50133150. It is recommended to upgrade the affected component.,CVE-2025-1153,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability was found in GNU Binutils 2.43 and classified as critical. This issue affects the function _bfd_elf_gc_mark_rsec of the file elflink.c of the component ld. The manipulation leads to heap-based buffer overflow. The attack may be initiated remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. The patch is named f9978defb6fab0bd8583942d97c112b0932ac814. It is recommended to apply a patch to fix this issue.,CVE-2025-1176,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability was found in GNU Binutils 2.43. It has been declared as problematic. Affected by this vulnerability is the function bfd_putl64 of the file libbfd.c of the component ld. The manipulation leads to memory corruption. The attack can be launched remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. The exploit has been disclosed to the public and may be used. The identifier of the patch is 75086e9de1707281172cc77f178e7949a4414ed0. It is recommended to apply a patch to fix this issue.,CVE-2025-1178,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability was found in GNU Binutils 2.43. It has been rated as critical. Affected by this issue is the function bfd_putl64 of the file bfd/libbfd.c of the component ld. The manipulation leads to memory corruption. The attack may be launched remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. Upgrading to version 2.44 is able to address this issue. It is recommended to upgrade the affected component. The code maintainer explains that [t]his bug has been fixed at some point between the 2.43 and 2.44 releases.,CVE-2025-1179,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability classified as problematic has been found in GNU Binutils 2.43. This affects the function _bfd_elf_write_section_eh_frame of the file bfd/elf-eh-frame.c of the component ld. The manipulation leads to memory corruption. It is possible to initiate the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. It is recommended to apply a patch to fix this issue.,CVE-2025-1180,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability classified as critical was found in GNU Binutils 2.43. This vulnerability affects the function _bfd_elf_gc_mark_rsec of the file bfd/elflink.c of the component ld. The manipulation leads to memory corruption. The attack can be initiated remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. The exploit has been disclosed to the public and may be used. The name of the patch is 931494c9a89558acb36a03a340c01726545eef24. It is recommended to apply a patch to fix this issue.,CVE-2025-1181,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability which was classified as critical was found in GNU Binutils 2.43. Affected is the function bfd_elf_reloc_symbol_deleted_p of the file bfd/elflink.c of the component ld. The manipulation leads to memory corruption. It is possible to launch the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. The patch is identified as b425859021d17adf62f06fb904797cf8642986ad. It is recommended to apply a patch to fix this issue.,CVE-2025-1182,tykio/tyk-plugin-compiler
binutils,LOW,2.35.2-2,,A vulnerability has been found in GNU Binutils 2.43/2.44 and classified as problematic. Affected by this vulnerability is the function display_info of the file binutils/bucomm.c of the component objdump. The manipulation leads to memory leak. An attack has to be approached locally. The exploit has been disclosed to the public and may be used. The patch is named ba6ad3a18cb26b79e0e3b84c39f707535bbc344d. It is recommended to apply a patch to fix this issue.,CVE-2025-3198,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,The C++ symbol demangler routine in cplus-dem.c in libiberty as distributed in GNU Binutils 2.29 allows remote attackers to cause a denial of service (excessive memory allocation and application crash) via a crafted file as demonstrated by a call from the Binary File Descriptor (BFD) library (aka libbfd).,CVE-2017-13716,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,The demangle_template function in cplus-dem.c in GNU libiberty as distributed in GNU Binutils 2.31.1 contains an integer overflow vulnerability (for Create an array for saving the template argument values) that can trigger a heap-based buffer overflow as demonstrated by nm.,CVE-2018-20673,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,A heap-based buffer over-read exists in the function d_expression_1 in cp-demangle.c in GNU libiberty as distributed in GNU Binutils 2.31.1. A crafted input can cause segmentation faults leading to denial-of-service as demonstrated by c++filt.,CVE-2018-20712,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered in cplus-dem.c in GNU libiberty as distributed in GNU Binutils 2.30. Stack Exhaustion occurs in the C++ demangling functions provided by libiberty and there are recursive stack frames: demangle_template_value_parm demangle_integral_value and demangle_expression.,CVE-2018-9996,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,GNU binutils gold gold v1.11-v1.16 (GNU binutils v2.21-v2.31.1) is affected by: Improper Input Validation Signed/Unsigned Comparison Out-of-bounds Read. The impact is: Denial of service. The component is: gold/fileread.cc:497 elfcpp/elfcpp_file.h:644. The attack vector is: An ELF file with an invalid e_shoff header field must be opened.,CVE-2019-1010204,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered in binutils libbfd.c 2.36 relating to the auxiliary symbol data allows attackers to read or write to system memory or cause a denial of service.,CVE-2020-19726,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd) as distributed in GNU Binutils 2.35.1. A heap-based buffer over-read can occur in bfd_getl_signed_32 in libbfd.c because sh_entsize is not validated in _bfd_elf_slurp_secondary_reloc_section in elf.c.,CVE-2020-35448,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,There is an open race window when writing output in the following utilities in GNU binutils version 2.35 and earlier:ar objcopy strip ranlib. When these utilities are run as a privileged user (presumably as part of a script updating binaries across different users) an unprivileged user can trick these utilities into getting ownership of arbitrary files through a symlink.,CVE-2021-20197,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,A flaw was found in GNU Binutils 2.35.1 where there is a heap-based buffer overflow in _bfd_elf_slurp_secondary_reloc_section in elf.c due to the number of symbols not calculated correctly. The highest threat from this vulnerability is to system availability.,CVE-2021-20284,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered in GNU libiberty as distributed in GNU Binutils 2.36. It is a stack-overflow issue in demangle_type in rust-demangle.c.,CVE-2021-32256,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,A flaw was discovered in GNU libiberty within demangle_path() in rust-demangle.c as distributed in GNU Binutils version 2.36. A crafted symbol can cause stack memory to be exhausted leading to a crash.,CVE-2021-3530,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An out of bounds flaw was found in GNU binutils objdump utility version 2.36. An attacker could use this flaw and pass a large section to avr_elf32_load_records_from_section() probably resulting in a crash or in some cases memory corruption. The highest threat from this vulnerability is to integrity as well as system availability.,CVE-2021-3549,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,Heap/stack buffer overflow in the dlang_lname function in d-demangle.c in libiberty allows attackers to potentially cause a denial of service (segmentation fault and crash) via a crafted mangled symbol.,CVE-2021-3826,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,stab_xcoff_builtin_type in stabs.c in GNU Binutils through 2.37 allows attackers to cause a denial of service (heap-based buffer overflow) or possibly have unspecified other impact as demonstrated by an out-of-bounds write. NOTE: this issue exists because of an incorrect fix for CVE-2018-12699.,CVE-2021-45078,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,Heap-based Buffer Overflow in function bfd_getl32 in Binutils objdump 3.37.,CVE-2021-46174,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,GCC v12.0 was discovered to contain an uncontrolled recursion via the component libiberty/rust-demangle.c. This vulnerability allows attackers to cause a Denial of Service (DoS) by consuming excessive CPU and memory resources.,CVE-2021-46195,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered in Binutils readelf 2.38.50 reachable assertion failure in function display_debug_names allows attackers to cause a denial of service.,CVE-2022-35205,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,Null pointer dereference vulnerability in Binutils readelf 2.38.50 via function read_and_display_attr_value in file dwarf.c.,CVE-2022-35206,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,In GNU Binutils before 2.40 there is a heap-buffer-overflow in the error function bfd_getl32 when called from the strip_main function in strip-new via a crafted file.,CVE-2022-38533,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An illegal memory access flaw was found in the binutils package. Parsing an ELF file containing corrupt symbol version information may result in a denial of service. This issue is the result of an incomplete fix for CVE-2020-16599.,CVE-2022-4285,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,Heap buffer overflow vulnerability in binutils readelf before 2.40 via function find_section_in_set in file readelf.c.,CVE-2022-44840,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,Heap buffer overflow vulnerability in binutils readelf before 2.40 via function display_debug_section in file readelf.c.,CVE-2022-45703,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered function stab_demangle_v3_arg in stabs.c in Binutils 2.34 thru 2.38 allows attackers to cause a denial of service due to memory leaks.,CVE-2022-47007,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered function make_tempdir and make_tempname in bucomm.c in Binutils 2.34 thru 2.38 allows attackers to cause a denial of service due to memory leaks.,CVE-2022-47008,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered function pr_function_type in prdbg.c in Binutils 2.34 thru 2.38 allows attackers to cause a denial of service due to memory leaks.,CVE-2022-47010,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered function parse_stab_struct_fields in stabs.c in Binutils 2.34 thru 2.38 allows attackers to cause a denial of service due to memory leaks.,CVE-2022-47011,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered in Binutils addr2line before 2.39.3 function parse_module contains multiple out of bound reads which may cause a denial of service or other unspecified impacts.,CVE-2022-47673,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered Binutils objdump before 2.39.3 allows attackers to cause a denial of service or other unspecified impacts via function bfd_mach_o_get_synthetic_symtab in match-o.c.,CVE-2022-47695,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An issue was discovered Binutils objdump before 2.39.3 allows attackers to cause a denial of service or other unspecified impacts via function compare_symbols.,CVE-2022-47696,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,GNU Binutils before 2.40 was discovered to contain an excessive memory consumption vulnerability via the function load_separate_debug_files at dwarf2.c. The attacker could supply a crafted ELF file and cause a DNS attack.,CVE-2022-48063,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,GNU Binutils before 2.40 was discovered to contain an excessive memory consumption vulnerability via the function bfd_dwarf2_find_nearest_line_with_alt at dwarf2.c. The attacker could supply a crafted ELF file and cause a DNS attack.,CVE-2022-48064,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,GNU Binutils before 2.40 was discovered to contain a memory leak vulnerability var the function find_abstract_instance in dwarf2.c.,CVE-2022-48065,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,Heap based buffer overflow in binutils-gdb/bfd/libbfd.c in bfd_getl64.,CVE-2023-1579,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,A potential heap based buffer overflow was found in _bfd_elf_slurp_version_tables() in bfd/elf.c. This may lead to loss of availability.,CVE-2023-1972,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,An out-of-bounds read flaw was found in the parse_module function in bfd/vms-alpha.c in Binutils.,CVE-2023-25584,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,A flaw was found in Binutils. The use of an uninitialized field in the struct module *module may lead to application crash and local denial of service.,CVE-2023-25585,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,A flaw was found in Binutils. A logic fail in the bfd_init_section_decompress_status function may lead to the use of an uninitialized variable that can cause a crash and local denial of service.,CVE-2023-25586,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,A flaw was found in Binutils. The field `the_bfd` of `asymbol`struct is uninitialized in the `bfd_mach_o_get_synthetic_symtab` function which may lead to an application crash and local denial of service.,CVE-2023-25588,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,GNU objdump 2.43 is vulnerable to Buffer Overflow in the BFD (Binary File Descriptor) library's handling of tekhex format files.,CVE-2024-53589,tykio/tyk-plugin-compiler
binutils-aarch64-linux-gnu,LOW,2.35.2-2,,https://www.gnu.org/software/binutils/ nm >=2.43 is affected by: Incorrect Access Control. The type of exploitation is: local. The component is: `nm --without-symbol-version` function.,CVE-2024-57360,tykio/tyk-plugin-compiler
